name,status,market,category_list,country_code,state_code,region,funding_total_usd,funding_rounds,founded_at,first_funding_at,last_funding_at,seed,venture,angel,round_A,round_B,round_C,days_to_first_check,time_between_rounds
#waywire,acquired, News ,|Entertainment|Politics|Social Media|News|,USA,NY,New York City,1750000.0,1.0,2012-06-01,2012-06-30,2012-06-30,1750000.0,0.0,0.0,0.0,0.0,0.0,29.0,0
(In)Touch Network,operating, Electronics ,|Electronics|Guides|Coffee|Restaurants|Music|iPhone|Apps|Mobile|iOS|E-Commerce|,GBR,Non-US/Unknown,London,1500000.0,1.0,2011-04-01,2011-04-01,2011-04-01,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1,2,3 Listo",operating, E-Commerce ,|E-Commerce|,CHL,Non-US/Unknown,Santiago,40000.0,1.0,2012-01-01,2013-02-18,2013-02-18,40000.0,0.0,0.0,0.0,0.0,0.0,414.0,0
10 Minutes With,operating, Education ,|Education|,GBR,Non-US/Unknown,London,4400000.0,2.0,2013-01-01,2013-01-01,2014-10-09,400000.0,4000000.0,0.0,4000000.0,0.0,0.0,0.0,646
1000 Corks,operating, Search ,|Search|,USA,OR,"Portland, Oregon",40000.0,1.0,2008-01-01,2011-08-23,2011-08-23,40000.0,0.0,0.0,0.0,0.0,0.0,1330.0,0
1000 Markets,acquired, Marketplaces ,|Marketplaces|Art|E-Commerce|,Unknown,Non-US/Unknown,Unknown,500000.0,1.0,2009-01-01,2009-05-15,2009-05-15,500000.0,0.0,0.0,0.0,0.0,0.0,134.0,0
1001 Menus,operating, Restaurants ,|Local Businesses|Restaurants|,FRA,Non-US/Unknown,Paris,4059079.0,4.0,2010-11-20,2012-12-15,2013-11-13,522169.0,3536910.0,0.0,3536910.0,0.0,0.0,756.0,333
100health,operating, Health Care Information Technology ,|Health Care Information Technology|,USA,WI,Madison,420000.0,1.0,2014-07-04,2014-11-26,2014-11-26,420000.0,0.0,0.0,0.0,0.0,0.0,145.0,0
100Plus,acquired, Analytics ,|Analytics|,USA,CA,SF Bay Area,1250000.0,2.0,2011-09-16,2011-11-02,2011-11-30,750000.0,500000.0,0.0,0.0,0.0,0.0,47.0,28
10BestThings,closed, Curated Web ,|Curated Web|,USA,OH,Cleveland,50000.0,1.0,2009-04-01,2009-04-01,2009-04-01,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10sec,operating, Mobile Commerce ,|Social Commerce|E-Commerce|Mobile Commerce|,Unknown,Non-US/Unknown,Unknown,1600000.0,2.0,2013-07-08,2013-10-31,2014-05-08,1600000.0,0.0,0.0,0.0,0.0,0.0,115.0,189
121cast,operating, Mobile ,|Audio|Music|Mobile|,AUS,Non-US/Unknown,Melbourne,270000.0,2.0,2012-02-01,2012-05-01,2012-11-13,250000.0,0.0,0.0,0.0,0.0,0.0,90.0,196
121nexus,operating, Pharmaceuticals ,|Politics|Technology|Medical Devices|Pharmaceuticals|Personalization|Software|,USA,RI,Providence,794000.0,6.0,2011-10-07,2012-02-06,2014-01-01,69000.0,0.0,500000.0,0.0,0.0,0.0,122.0,695
1234ENTER,operating, Advertising ,|Small and Medium Businesses|Education|Analytics|Internet Marketing|Business Services|Advertising|E-Commerce|,Unknown,Non-US/Unknown,Unknown,650267.0,2.0,2012-01-01,2012-09-01,2013-11-22,500000.0,150267.0,0.0,0.0,0.0,0.0,244.0,447
1248,operating, Software ,|Software|,GBR,Non-US/Unknown,London,378812.0,1.0,2013-01-01,2014-03-18,2014-03-18,378812.0,0.0,0.0,0.0,0.0,0.0,441.0,0
13th Lab,operating, Mobile ,|iPad|Games|Augmented Reality|Computer Vision|Mobile|,SWE,Non-US/Unknown,Stockholm,700000.0,1.0,2010-01-01,2012-06-15,2012-06-15,700000.0,0.0,0.0,0.0,0.0,0.0,896.0,0
140Fire,operating, Entertainment ,|Entertainment|Sports|Real Time|Social Media|Video|Advertising|,USA,CA,Los Angeles,500000.0,1.0,2010-01-01,2010-05-05,2010-05-05,500000.0,0.0,0.0,0.0,0.0,0.0,124.0,0
15Five,operating, Software ,|Software|,USA,CA,SF Bay Area,3400000.0,3.0,2011-05-01,2012-01-01,2014-10-02,2200000.0,0.0,1200000.0,0.0,0.0,0.0,245.0,1005
15MinutesNOW,operating, Games ,|Games|,Unknown,Non-US/Unknown,Unknown,200000.0,1.0,2011-04-19,2011-05-10,2011-05-10,200000.0,0.0,0.0,0.0,0.0,0.0,21.0,0
1DayMakeover,closed, E-Commerce ,|Shopping|Cosmetics|Personal Health|Lifestyle|Fashion|E-Commerce|,USA,CA,"Orange County, California",50000.0,1.0,2008-06-30,2008-06-30,2008-06-30,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1Lay,operating, Mobile Security ,|Mobile Security|Mobile Devices|Tablets|Mobile|Security|,Unknown,Non-US/Unknown,Unknown,170000.0,1.0,2013-07-18,2014-05-30,2014-05-30,170000.0,0.0,0.0,0.0,0.0,0.0,316.0,0
1Mind,operating, Social Media ,|Social Media|,USA,NH,"Manchester, New Hampshire",500000.0,1.0,2011-01-01,2013-08-05,2013-08-05,500000.0,0.0,0.0,0.0,0.0,0.0,947.0,0
1SDK,operating, Predictive Analytics ,|SaaS|Predictive Analytics|Monetization|Mobile|,DEU,Non-US/Unknown,Berlin,156000.0,2.0,2013-01-25,2013-08-05,2013-09-02,156000.0,0.0,0.0,0.0,0.0,0.0,192.0,28
20lines,operating, Curated Web ,|Publishing|Education|Parenting|Curated Web|,ITA,Non-US/Unknown,Roncade,1236454.0,3.0,2012-01-01,2012-11-15,2014-06-01,1236454.0,0.0,0.0,0.0,0.0,0.0,319.0,563
22seeds,operating, Software ,|Web Tools|Android|iPhone|Web Development|Internet|Mobile|Sales and Marketing|Apps|Software|,ISR,Non-US/Unknown,Tel Aviv,250000.0,1.0,2010-01-01,2013-10-15,2013-10-15,250000.0,0.0,0.0,0.0,0.0,0.0,1383.0,0
23press,operating, Blogging Platforms ,|Blogging Platforms|Software|,CAN,ON,Toronto,50000.0,1.0,2011-06-01,2011-08-15,2011-08-15,50000.0,0.0,0.0,0.0,0.0,0.0,75.0,0
24Fundraiser.com,operating, Social Fundraising ,|Non Profit|Social Fundraising|,USA,IL,Chicago,400000.0,1.0,2007-08-01,2014-05-01,2014-05-01,400000.0,0.0,0.0,0.0,0.0,0.0,2465.0,0
24PageBooks,closed, Software ,|Software|,USA,NY,"Rochester, New York",50000.0,1.0,2010-01-01,2011-05-24,2011-05-24,50000.0,0.0,0.0,0.0,0.0,0.0,508.0,0
250ok,operating, Software ,|Software|,USA,IN,Indianapolis,200000.0,1.0,2012-01-01,2012-09-01,2012-09-01,200000.0,0.0,0.0,0.0,0.0,0.0,244.0,0
2houses,operating, Curated Web ,|Curated Web|,BEL,Non-US/Unknown,Brussels,966728.0,2.0,2011-05-01,2011-08-08,2012-11-09,106626.0,860102.0,0.0,860102.0,0.0,0.0,99.0,459
2NGageU,operating, Mobile Social ,|Social + Mobile + Local|Mobile Social|Mobile|MMO Games|Internet|Entertainment|Social Network Media|Consumers|Women|Games|,USA,VT,VT - Other,58000.0,1.0,2011-12-26,2012-04-12,2012-04-12,58000.0,0.0,0.0,0.0,0.0,0.0,108.0,0
2threads,operating, Art ,|Art|Beauty|Lifestyle|Music|Social Network Media|Fashion|Social Media|,AUS,Non-US/Unknown,Sydney,300000.0,2.0,2004-05-01,2007-08-01,2008-06-01,100000.0,0.0,200000.0,0.0,0.0,0.0,1187.0,305
2U,operating, Software ,|Software|Education|,USA,MD,Baltimore,95875000.0,6.0,2008-01-01,2009-03-25,2013-10-21,2275000.0,93600000.0,0.0,10000000.0,20000000.0,32500000.0,449.0,1671
30 Second Showcase,operating, Photography ,|Apps|Mobile|Design|Photography|Finance|Creative|Software|,USA,NJ,Newark,25000.0,1.0,2013-04-01,2013-05-20,2013-05-20,25000.0,0.0,0.0,0.0,0.0,0.0,49.0,0
33Across,operating, Advertising ,|Social Network Media|Advertising|,USA,NY,New York City,25654560.0,5.0,2007-09-01,2009-02-06,2012-07-19,750000.0,24904560.0,0.0,1284560.0,9000000.0,13100000.0,524.0,1259
360Learning,operating, Corporate Training ,|Corporate Training|Education|,FRA,Non-US/Unknown,Paris,1543920.0,1.0,2010-01-01,2013-09-30,2013-09-30,1543920.0,0.0,0.0,0.0,0.0,0.0,1368.0,0
37coins,operating, Bitcoin ,|Bitcoin|,USA,CA,SF Bay Area,25000.0,1.0,2014-01-01,2014-03-15,2014-03-15,25000.0,0.0,0.0,0.0,0.0,0.0,73.0,0
3BaysOver,operating, Online Travel ,|Online Travel|Networking|Travel|,CHE,Non-US/Unknown,Geneva,1719583.0,2.0,2011-08-01,2011-08-01,2014-07-10,375000.0,0.0,1344583.0,0.0,0.0,0.0,0.0,1074
3C Plus,operating, Web Development ,|Communications Hardware|Internet|Web Development|VoIP|Contact Centers|Cloud Computing|Customer Service|Software|,BRA,Non-US/Unknown,Curitiba,75000.0,1.0,2013-01-10,2013-01-10,2013-01-10,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3ClickEMR Corporation,closed, Electronic Health Records ,|Health Care|iPad|Consumer Electronics|Electronic Health Records|Software|,USA,MA,Boston,500000.0,2.0,2010-06-23,2010-06-23,2011-06-01,250000.0,0.0,250000.0,0.0,0.0,0.0,0.0,343
3D Biomatrix,operating, Biotechnology ,|Biotechnology|,USA,MI,Detroit,1465000.0,1.0,2010-01-01,2013-02-05,2013-02-05,1465000.0,0.0,0.0,0.0,0.0,0.0,1131.0,0
3D Control Systems,operating, Enterprise Software ,|Enterprise Software|,USA,CA,SF Bay Area,28000.0,1.0,2013-03-01,2013-11-10,2013-11-10,28000.0,0.0,0.0,0.0,0.0,0.0,254.0,0
3D Industri.es,operating, 3D ,|Search|Visualization|Supply Chain Management|Manufacturing|3D|Curated Web|,USA,OH,Cincinnati,1200000.0,2.0,2011-01-01,2012-03-01,2013-03-01,350000.0,0.0,850000.0,0.0,0.0,0.0,425.0,365
3FLOZ,operating, Health and Wellness ,|Health and Wellness|Beauty|E-Commerce|Retail|Travel|,USA,NY,New York City,750000.0,1.0,2009-11-01,2013-08-16,2013-08-16,750000.0,0.0,0.0,0.0,0.0,0.0,1384.0,0
3LM,acquired, Android ,|Enterprises|Android|Mobile|,Unknown,Non-US/Unknown,Unknown,1500000.0,1.0,2010-07-01,2010-07-01,2010-07-01,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3Play Media,operating, Software ,|Software|,USA,MA,Boston,1011601.0,3.0,2007-01-01,2010-02-08,2011-10-21,50000.0,961601.0,0.0,0.0,0.0,0.0,1134.0,620
3scale,operating, Developer APIs ,|Payments|Software|Infrastructure|Developer APIs|Services|Enterprise Software|,ESP,Non-US/Unknown,Barcelona,5000000.0,2.0,2007-12-01,2010-04-20,2013-04-24,800000.0,0.0,0.0,0.0,0.0,0.0,871.0,1100
3Scan,operating, Biotechnology ,|Biotechnology|,USA,CA,SF Bay Area,390000.0,3.0,2011-01-01,2011-08-31,2013-07-16,40000.0,0.0,0.0,0.0,0.0,0.0,242.0,685
3seventy,operating, Software ,|Software|,USA,TX,Austin,2000000.0,1.0,2008-01-01,2011-08-19,2011-08-19,2000000.0,0.0,0.0,0.0,0.0,0.0,1326.0,0
3TEN8,operating, Software ,|Software|,USA,CA,SF Bay Area,1000000.0,1.0,2013-08-15,2014-09-01,2014-09-01,1000000.0,0.0,0.0,0.0,0.0,0.0,382.0,0
4-Tell,operating, E-Commerce ,|E-Commerce|,USA,WA,WA - Other,2234979.0,5.0,2009-04-01,2011-07-01,2013-07-26,25000.0,1959979.0,0.0,1000000.0,0.0,0.0,821.0,756
404 Found!,operating, Enterprise Software ,|Enterprise Software|,Unknown,Non-US/Unknown,Unknown,6246800.0,2.0,1997-01-01,1999-07-01,2000-07-01,513200.0,5733600.0,0.0,5733600.0,0.0,0.0,911.0,366
40billion.com,operating, Entrepreneur ,|Venture Capital|Peer-to-Peer|Networking|Finance|Entrepreneur|Crowdfunding|Social Media|,USA,GA,Atlanta,1050000.0,3.0,2008-01-23,2008-04-01,2010-06-01,1050000.0,0.0,0.0,0.0,0.0,0.0,69.0,791
42,operating, Enterprise Software ,|Enterprise Software|,USA,CA,SF Bay Area,800000.0,2.0,2013-01-01,2013-02-21,2014-05-16,800000.0,0.0,0.0,0.0,0.0,0.0,51.0,449
42Floors,operating, Commercial Real Estate ,|Commercial Real Estate|Real Estate|,USA,CA,SF Bay Area,17400000.0,4.0,2011-01-01,2011-09-01,2013-01-31,400000.0,17000000.0,0.0,5000000.0,12000000.0,0.0,243.0,518
4Cable TV,operating, Clean Technology ,|Clean Technology|,USA,SC,Myrtle Beach,20900.0,1.0,2005-01-01,2013-10-07,2013-10-07,20900.0,0.0,0.0,0.0,0.0,0.0,3201.0,0
4Soils,operating, Kids ,|Apps|Kids|Religion|Education|,USA,CA,SF Bay Area,50000.0,1.0,2012-01-01,2013-08-26,2013-08-26,50000.0,0.0,0.0,0.0,0.0,0.0,603.0,0
4th aspect,operating, Advertising ,|Advertising|Software|,GBR,Non-US/Unknown,Sunderland Bridge,1121081.0,4.0,2010-03-10,2011-03-10,2013-08-15,1121081.0,0.0,0.0,0.0,0.0,0.0,365.0,889
5 Screens Media,operating, Business Services ,|Business Services|,Unknown,Non-US/Unknown,Unknown,80000.0,2.0,2013-10-28,2014-06-15,2014-08-07,30000.0,0.0,50000.0,0.0,0.0,0.0,230.0,53
500px,operating, Photography ,|Promotional|Sales and Marketing|Internet|Apps|Photography|,CAN,ON,Toronto,9325000.0,2.0,2009-10-01,2011-06-03,2013-08-07,525000.0,8800000.0,0.0,8800000.0,0.0,0.0,610.0,796
5app,operating, Web Design ,|Web Design|Web Development|Mobile|Software|,GBR,Non-US/Unknown,London,5100000.0,1.0,2011-01-01,2014-06-12,2014-06-12,5100000.0,0.0,0.0,0.0,0.0,0.0,1258.0,0
5minutes,operating, Social Media ,|Art|Photography|Social Media|Curated Web|,GBR,Non-US/Unknown,London,15873.0,1.0,2011-03-19,2012-03-19,2012-03-19,15873.0,0.0,0.0,0.0,0.0,0.0,366.0,0
5o9,operating, Software ,|Software|,USA,CO,Denver,50000.0,1.0,2006-01-01,2013-05-14,2013-05-14,50000.0,0.0,0.0,0.0,0.0,0.0,2690.0,0
5th Avenue Media,operating, Distribution ,|Social Media|Distribution|Digital Media|Advertising|,USA,NY,New York City,250000.0,1.0,2012-07-04,2012-09-02,2012-09-02,250000.0,0.0,0.0,0.0,0.0,0.0,60.0,0
60mo,acquired, Finance ,|Finance|Web Development|Business Development|Accounting|Software|,GBR,Non-US/Unknown,Edinburgh,1300000.0,3.0,2009-06-01,2009-06-29,2011-01-19,300000.0,1000000.0,0.0,1000000.0,0.0,0.0,28.0,569
640 Labs,operating, Software ,|Software|,USA,IL,Chicago,3050000.0,3.0,2013-01-01,2014-06-20,2014-10-20,2700000.0,0.0,0.0,0.0,0.0,0.0,535.0,122
7 Billion People,closed, E-Commerce ,|E-Commerce|Analytics|Software|,USA,TX,Austin,6528902.0,3.0,2006-01-01,2009-02-09,2012-07-13,3800000.0,2368902.0,0.0,0.0,0.0,0.0,1135.0,1250
71lbs,operating, Small and Medium Businesses ,|Startups|Network Security|Small and Medium Businesses|Shipping|Analytics|,USA,FL,Ft. Lauderdale,2450000.0,5.0,2011-03-03,2012-03-20,2014-06-08,450000.0,0.0,2000000.0,0.0,0.0,0.0,383.0,810
720°,operating, Predictive Analytics ,|Predictive Analytics|Analytics|Health and Wellness|,FIN,Non-US/Unknown,Helsinki,190035.0,1.0,2012-01-01,2014-10-23,2014-10-23,190035.0,0.0,0.0,0.0,0.0,0.0,1026.0,0
77 Pieces,closed, Curated Web ,|Curated Web|,NZL,Non-US/Unknown,Wellington,650000.0,1.0,2010-05-25,2011-03-01,2011-03-01,650000.0,0.0,0.0,0.0,0.0,0.0,280.0,0
7Summits,operating, SEO ,|Semantic Search|SEO|Communities|Brand Marketing|Consulting|,USA,WI,Milwaukee,600000.0,2.0,2009-04-01,2010-01-01,2013-12-19,600000.0,0.0,0.0,0.0,0.0,0.0,275.0,1448
7write,operating, Publishing ,|Publishing|,NLD,Non-US/Unknown,Amsterdam,269260.0,2.0,2013-03-01,2013-04-02,2013-06-25,269260.0,0.0,0.0,0.0,0.0,0.0,32.0,84
818 Sports & Entertainment,operating, Digital Entertainment ,|Digital Entertainment|Entertainment|Sports|,USA,NY,New York City,27000000.0,2.0,2012-01-01,2013-03-15,2013-05-30,2000000.0,25000000.0,0.0,25000000.0,0.0,0.0,439.0,76
8bit,operating, Advertising ,|Advertising|Content Discovery|,GBR,Non-US/Unknown,London,140000.0,2.0,2013-02-01,2014-02-01,2014-07-01,140000.0,0.0,0.0,0.0,0.0,0.0,365.0,150
8fit - Fitness for the rest of us,operating, Exercise ,|Fitness|Tracking|Exercise|,Unknown,Non-US/Unknown,Unknown,200000.0,1.0,2014-03-01,2014-06-30,2014-06-30,200000.0,0.0,0.0,0.0,0.0,0.0,121.0,0
8packs,operating, Technology ,|Sports|Technology|,SGP,Non-US/Unknown,Singapore,79501.0,2.0,2014-02-02,2014-03-01,2014-09-01,39473.0,0.0,0.0,0.0,0.0,0.0,27.0,184
8tracks Radio,operating, Music ,|Music|,USA,CA,SF Bay Area,2779980.0,2.0,2008-08-08,2012-10-26,2014-08-28,1500000.0,1279980.0,0.0,0.0,0.0,0.0,1540.0,671
91Mobiles,operating, Mobile ,|Mobile|,IND,Non-US/Unknown,New Delhi,1000000.0,1.0,2010-01-01,2014-10-29,2014-10-29,1000000.0,0.0,0.0,1000000.0,0.0,0.0,1762.0,0
99dresses,operating, Fashion ,|File Sharing|Fashion|,AUS,Non-US/Unknown,Sydney,105651.0,2.0,2010-01-01,2012-03-30,2012-06-01,105651.0,0.0,0.0,0.0,0.0,0.0,819.0,63
99Presents,operating, E-Commerce ,|Social Commerce|E-Commerce|,IND,Non-US/Unknown,Vadodara,20000.0,1.0,2012-03-20,2012-09-01,2012-09-01,20000.0,0.0,0.0,0.0,0.0,0.0,165.0,0
9car Technology LLC,closed, Automotive ,|Automotive|Cars|E-Commerce|,CHN,Non-US/Unknown,Beijing,80000.0,2.0,2009-11-18,2009-11-18,2010-01-06,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,49
9facts,closed, SEO ,|SEO|Social Media|,RUS,Non-US/Unknown,Perm,70000.0,1.0,2011-05-01,2011-05-01,2011-05-01,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9GAG,operating, Social Media ,|Social Media|,HKG,Non-US/Unknown,Hong Kong,2800000.0,2.0,2008-01-01,2011-05-17,2012-07-30,2800000.0,0.0,0.0,0.0,0.0,0.0,1232.0,440
9Mile Labs,operating, Software ,|Technology|Software|,USA,WA,Seattle,900000.0,1.0,2013-01-01,2013-11-04,2013-11-04,900000.0,0.0,0.0,0.0,0.0,0.0,307.0,0
9SLIDES,operating, Enterprise Software ,|Training|Presentations|iPad|Enterprises|SaaS|Enterprise Software|,USA,WA,Seattle,925000.0,2.0,2010-06-01,2013-05-30,2013-10-03,500000.0,0.0,0.0,0.0,0.0,0.0,1094.0,126
A,operating, Security ,|Security|,ISR,Non-US/Unknown,ISR - Other,450000.0,1.0,2013-01-01,2014-09-07,2014-09-07,450000.0,0.0,0.0,0.0,0.0,0.0,614.0,0
A Smarter City,closed, Software ,|Sensors|Networking|Wireless|Software|,Unknown,Non-US/Unknown,Unknown,15000.0,1.0,2011-03-05,2011-03-05,2011-03-05,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
A's Child,operating, Twitter Applications ,|Twitter Applications|Facebook Applications|Identity|Reputation|Kids|Security|,Unknown,Non-US/Unknown,Unknown,43138.0,1.0,2013-10-10,2013-11-21,2013-11-21,43138.0,0.0,0.0,0.0,0.0,0.0,42.0,0
A1 Software Group,operating, Business Productivity ,|Productivity Software|Business Productivity|Point of Sale|CRM|Android|iOS|iPad|iPhone|Mobile|,USA,GA,Atlanta,20000.0,1.0,2012-12-02,2014-10-14,2014-10-14,20000.0,0.0,0.0,0.0,0.0,0.0,681.0,0
aaTag,operating, Social Media ,|Social Media|,BRA,Non-US/Unknown,BRA - Other,151022.0,2.0,2010-06-01,2011-12-29,2012-05-01,151022.0,0.0,0.0,0.0,0.0,0.0,576.0,124
AB Tasty,operating, Analytics ,|Optimization|Testing|Advertising|Analytics|,FRA,Non-US/Unknown,Paris,1412834.0,1.0,2011-01-01,2014-09-23,2014-09-23,1412834.0,0.0,0.0,0.0,0.0,0.0,1361.0,0
Abacus Labs,operating, Software ,|SaaS|Software|,USA,NY,New York City,3500000.0,1.0,2013-01-01,2014-10-29,2014-10-29,3500000.0,0.0,0.0,0.0,0.0,0.0,666.0,0
Abakan,operating, Clean Technology ,|Clean Technology|,USA,FL,Miami,4211031.0,6.0,2006-01-01,2012-05-10,2014-10-08,2781795.0,1276036.0,0.0,0.0,0.0,0.0,2321.0,881
AbbeyPost,operating, E-Commerce ,|Women|Fashion|E-Commerce|,USA,NY,New York City,875000.0,5.0,2012-08-01,2013-07-30,2014-07-11,775000.0,0.0,0.0,0.0,0.0,0.0,363.0,346
abcdexperts,operating, Social Media ,|Services|B2B|Social Media|,CRI,Non-US/Unknown,Costa Rica,147000.0,1.0,2010-08-01,2011-01-01,2011-01-01,147000.0,0.0,0.0,0.0,0.0,0.0,153.0,0
Abeelo,operating, Fashion ,|Fashion|,Unknown,Non-US/Unknown,Unknown,90000.0,1.0,2013-08-01,2013-09-05,2013-09-05,90000.0,0.0,0.0,0.0,0.0,0.0,35.0,0
Abeona Therapeutics,operating, Biotechnology ,|Biotechnology|,USA,OH,Cleveland,4350000.0,2.0,2013-01-01,2013-12-16,2014-12-01,750000.0,3600000.0,0.0,0.0,0.0,0.0,349.0,350
Abide Therapeutics,operating, Biotechnology ,|Biotechnology|,USA,NJ,Newark,2250180.0,1.0,2011-01-01,2011-11-18,2011-11-18,2250180.0,0.0,0.0,0.0,0.0,0.0,321.0,0
Ability Dynamics,operating, Health Care ,|Health Care|,USA,AZ,Phoenix,1500000.0,1.0,2009-01-01,2012-02-20,2012-02-20,1500000.0,0.0,0.0,0.0,0.0,0.0,1145.0,0
